AREA_NAME,OCC_TITLE,TOT_EMP,JOBS_1000,LOC QUOTIENT,Score
"Cincinnati, OH-KY-IN",Production,"79,890",76.632,1.18,6.8
"Cincinnati, OH-KY-IN",Transportation and Material Moving,"77,120",73.975,1.07,5.7
"Clarksville, TN-KY",Management,"4,120",48.664,0.96,4.6
"Clarksville, TN-KY",Business and Financial Operations,"2,540",30.037,0.58,0.8
"Clarksville, TN-KY",Computer and Mathematical,920,10.88,0.37,0
"Clarksville, TN-KY",Architecture and Engineering,810,9.551,0.54,0.4
"Clarksville, TN-KY","Life, Physical, and Social Science",390,4.57,0.56,0.6
"Clarksville, TN-KY",Community and Social Service,"1,490",17.597,1.22,7.2
"Clarksville, TN-KY",Legal,240,2.837,0.37,0
"Clarksville, TN-KY","Education, Training, and Library","6,080",71.88,1.17,6.7
"Clarksville, TN-KY","Arts, Design, Entertainment, Sports, and Media",580,6.839,0.5,0
"Clarksville, TN-KY",Healthcare Practitioners and Technical,"5,180",61.279,1.03,5.3
"Clarksville, TN-KY",Healthcare Support,"2,870",33.902,1.18,6.8
"Clarksville, TN-KY",Protective Service,"1,590",18.779,0.78,2.8
"Clarksville, TN-KY",Food Preparation and Serving Related,"9,340",110.479,1.19,6.9
"Clarksville, TN-KY",Building and Grounds Cleaning and Maintenance,"2,320",27.376,0.87,3.7
"Clarksville, TN-KY",Personal Care and Service,"2,150",25.432,0.79,2.9
"Clarksville, TN-KY",Sales and Related,"9,380",110.91,1.07,5.7
"Clarksville, TN-KY",Office and Administrative Support,"13,600",160.852,1.03,5.3
"Clarksville, TN-KY","Farming, Fishing, and Forestry",40,0.466,0.14,0
"Clarksville, TN-KY",Construction and Extraction,"2,050",24.206,0.61,1.1
"Clarksville, TN-KY","Installation, Maintenance, and Repair","3,750",44.392,1.14,6.4
"Clarksville, TN-KY",Production,"9,420",111.378,1.72,10
"Clarksville, TN-KY",Transportation and Material Moving,"5,730",67.696,0.98,4.8
"Cleveland-Elyria, OH",Management,"48,850",47.542,0.94,4.4
"Cleveland-Elyria, OH",Business and Financial Operations,"55,150",53.678,1.04,5.4
"Cleveland-Elyria, OH",Computer and Mathematical,"28,390",27.633,0.93,4.3
"Cleveland-Elyria, OH",Architecture and Engineering,"18,200",17.718,1,5
"Cleveland-Elyria, OH","Life, Physical, and Social Science","8,640",8.413,1.02,5.2
"Cleveland-Elyria, OH",Community and Social Service,"17,110",16.655,1.16,6.6
"Cleveland-Elyria, OH",Legal,"8,500",8.271,1.08,5.8
"Cleveland-Elyria, OH","Education, Training, and Library","58,020",56.477,0.92,4.2
"Cleveland-Elyria, OH","Arts, Design, Entertainment, Sports, and Media","12,460",12.127,0.89,3.9
"Cleveland-Elyria, OH",Healthcare Practitioners and Technical,"75,970",73.946,1.25,7.5
"Cleveland-Elyria, OH",Healthcare Support,"38,280",37.26,1.29,7.9
"Cleveland-Elyria, OH",Protective Service,"27,230",26.506,1.1,6
"Cleveland-Elyria, OH",Food Preparation and Serving Related,"92,410",89.947,0.97,4.7
"Cleveland-Elyria, OH",Building and Grounds Cleaning and Maintenance,"30,730",29.911,0.95,4.5
"Cleveland-Elyria, OH",Personal Care and Service,"24,830",24.17,0.75,2.5
"Cleveland-Elyria, OH",Sales and Related,"97,590",94.986,0.92,4.2
"Cleveland-Elyria, OH",Office and Administrative Support,"162,040",157.715,1.01,5.1
"Cleveland-Elyria, OH","Farming, Fishing, and Forestry",430,0.414,0.13,0
"Cleveland-Elyria, OH",Construction and Extraction,"30,850",30.026,0.75,2.5
"Cleveland-Elyria, OH","Installation, Maintenance, and Repair","36,620",35.639,0.92,4.2
"Cleveland-Elyria, OH",Production,"89,180",86.796,1.34,8.4
"Cleveland-Elyria, OH",Transportation and Material Moving,"65,930",64.17,0.93,4.3
"College Station-Bryan, TX",Management,"3,170",29.607,0.59,0.9
"College Station-Bryan, TX",Business and Financial Operations,"3,330",31.11,0.6,1
"College Station-Bryan, TX",Computer and Mathematical,"2,350",21.99,0.74,2.4
"College Station-Bryan, TX",Architecture and Engineering,"1,850",17.258,0.97,4.7
"College Station-Bryan, TX","Life, Physical, and Social Science","2,630",24.525,2.99,10
"College Station-Bryan, TX",Community and Social Service,"1,270",11.893,0.83,3.3
"College Station-Bryan, TX",Legal,290,2.75,0.36,0
"College Station-Bryan, TX","Education, Training, and Library","11,760",109.912,1.79,10
"College Station-Bryan, TX","Arts, Design, Entertainment, Sports, and Media","1,060",9.866,0.73,2.3
"College Station-Bryan, TX",Healthcare Practitioners and Technical,"5,610",52.369,0.88,3.8
"College Station-Bryan, TX",Healthcare Support,"2,030",18.989,0.66,1.6
"College Station-Bryan, TX",Protective Service,"2,170",20.296,0.84,3.4
"College Station-Bryan, TX",Food Preparation and Serving Related,"11,440",106.907,1.16,6.6
"College Station-Bryan, TX",Building and Grounds Cleaning and Maintenance,"3,120",29.109,0.92,4.2
"College Station-Bryan, TX",Personal Care and Service,"2,490",23.229,0.72,2.2
"College Station-Bryan, TX",Sales and Related,"9,880",92.282,0.89,3.9
"College Station-Bryan, TX",Office and Administrative Support,"21,210",198.2,1.26,7.6
"College Station-Bryan, TX","Farming, Fishing, and Forestry",0,0,0,0
"College Station-Bryan, TX",Construction and Extraction,"4,840",45.238,1.14,6.4
"College Station-Bryan, TX","Installation, Maintenance, and Repair","3,690",34.493,0.89,3.9
"College Station-Bryan, TX",Transportation and Material Moving,"4,860",45.433,0.66,1.6
"Colorado Springs, CO",Management,"10,970",40.765,0.81,3.1
"Colorado Springs, CO",Business and Financial Operations,"17,170",63.81,1.23,7.3
"Colorado Springs, CO",Computer and Mathematical,"14,430",53.632,1.81,10
"Colorado Springs, CO",Architecture and Engineering,"7,280",27.065,1.52,10
"Colorado Springs, CO","Life, Physical, and Social Science","1,710",6.354,0.77,2.7
"Colorado Springs, CO",Community and Social Service,"4,680",17.383,1.21,7.1
"Colorado Springs, CO",Legal,"1,340",4.965,0.65,1.5
"Colorado Springs, CO","Education, Training, and Library","18,350",68.202,1.11,6.1
"Colorado Springs, CO","Arts, Design, Entertainment, Sports, and Media","4,340",16.136,1.19,6.9
"Colorado Springs, CO",Healthcare Practitioners and Technical,"15,840",58.885,0.99,4.9
"Colorado Springs, CO",Healthcare Support,"7,190",26.712,0.93,4.3
"Colorado Springs, CO",Protective Service,"6,120",22.758,0.94,4.4
"Colorado Springs, CO",Food Preparation and Serving Related,"27,950",103.883,1.12,6.2
"Colorado Springs, CO",Building and Grounds Cleaning and Maintenance,"9,380",34.843,1.11,6.1
"Colorado Springs, CO",Personal Care and Service,"8,930",33.18,1.03,5.3
"Colorado Springs, CO",Sales and Related,"31,790",118.132,1.14,6.4
"Colorado Springs, CO",Office and Administrative Support,"39,760",147.759,0.94,4.4
"Colorado Springs, CO","Farming, Fishing, and Forestry",450,1.657,0.5,0
"Colorado Springs, CO",Construction and Extraction,"11,840",43.985,1.11,6.1
"Colorado Springs, CO","Installation, Maintenance, and Repair","9,430",35.032,0.9,4
"Colorado Springs, CO",Production,"8,580",31.897,0.49,0
"Colorado Springs, CO",Transportation and Material Moving,"11,560",42.965,0.62,1.2
"Columbia, MO",Management,"4,130",45.085,0.89,3.9
"Columbia, MO",Business and Financial Operations,"4,490",48.991,0.94,4.4
"Columbia, MO",Computer and Mathematical,"2,920",31.883,1.07,5.7
"Columbia, MO",Architecture and Engineering,"1,020",11.144,0.63,1.3
"Columbia, MO","Life, Physical, and Social Science",950,10.388,1.27,7.7
"Columbia, MO",Community and Social Service,"1,900",20.763,1.44,9.4
"Columbia, MO",Legal,460,4.974,0.65,1.5
"Columbia, MO","Education, Training, and Library","6,950",75.864,1.23,7.3
"Columbia, MO","Arts, Design, Entertainment, Sports, and Media","1,720",18.724,1.38,8.8
"Columbia, MO",Healthcare Practitioners and Technical,"8,320",90.731,1.53,10
"Columbia, MO",Healthcare Support,"2,500",27.284,0.95,4.5
"Columbia, MO",Protective Service,940,10.285,0.43,0
"Columbia, MO",Food Preparation and Serving Related,"10,460",114.075,1.23,7.3
"Columbia, MO",Building and Grounds Cleaning and Maintenance,"2,780",30.315,0.96,4.6
"Columbia, MO",Personal Care and Service,"3,020",32.944,1.02,5.2
"Columbia, MO",Sales and Related,"9,660",105.359,1.02,5.2
"Columbia, MO",Office and Administrative Support,"14,710",160.515,1.02,5.2
"Columbia, MO","Farming, Fishing, and Forestry",130,1.377,0.42,0
"Columbia, MO",Construction and Extraction,"3,260",35.537,0.89,3.9
"Columbia, MO","Installation, Maintenance, and Repair","3,670",40.001,1.03,5.3
"Columbia, MO",Production,"3,340",36.46,0.56,0.6
"Columbia, MO",Transportation and Material Moving,"4,340",47.301,0.68,1.8
"Columbia, SC",Management,"17,920",47.958,0.95,4.5
"Columbia, SC",Business and Financial Operations,"17,500",46.842,0.9,4
"Columbia, SC",Computer and Mathematical,"10,830",28.971,0.98,4.8
"Columbia, SC",Architecture and Engineering,"6,330",16.944,0.95,4.5
"Columbia, SC","Life, Physical, and Social Science","2,000",5.339,0.65,1.5
"Columbia, SC",Community and Social Service,"6,180",16.531,1.15,6.5
"Columbia, SC",Legal,"4,020",10.77,1.41,9.1
"Columbia, SC","Education, Training, and Library","22,020",58.913,0.96,4.6
"Columbia, SC","Arts, Design, Entertainment, Sports, and Media","4,070",10.9,0.8,3
"Columbia, SC",Healthcare Practitioners and Technical,"23,820",63.737,1.08,5.8
"Columbia, SC",Healthcare Support,"9,880",26.434,0.92,4.2
"Columbia, SC",Protective Service,"11,470",30.698,1.27,7.7
"Columbia, SC",Food Preparation and Serving Related,"31,210",83.513,0.9,4
"Columbia, SC",Building and Grounds Cleaning and Maintenance,"10,660",28.527,0.9,4
"Columbia, SC",Personal Care and Service,"9,750",26.077,0.81,3.1
"Columbia, SC",Sales and Related,"39,670",106.145,1.03,5.3
"Columbia, SC",Office and Administrative Support,"62,940",168.418,1.07,5.7
"Columbia, SC","Farming, Fishing, and Forestry",770,2.071,0.63,1.3
"Columbia, SC",Construction and Extraction,"13,300",35.597,0.89,3.9
"Columbia, SC","Installation, Maintenance, and Repair","16,040",42.914,1.1,6
"Columbia, SC",Production,"24,840",66.466,1.02,5.2
"Columbia, SC",Transportation and Material Moving,"28,490",76.235,1.1,6
"Columbus, GA-AL",Management,"5,800",51.71,1.02,5.2
"Columbus, GA-AL",Business and Financial Operations,"5,910",52.712,1.02,5.2
"Columbus, GA-AL",Computer and Mathematical,"2,970",26.489,0.89,3.9
"Columbus, GA-AL",Architecture and Engineering,"1,280",11.446,0.64,1.4
"Columbus, GA-AL","Life, Physical, and Social Science",570,5.089,0.62,1.2
"Columbus, GA-AL",Community and Social Service,"1,350",11.999,0.83,3.3
"Columbus, GA-AL",Legal,530,4.728,0.62,1.2
"Columbus, GA-AL","Education, Training, and Library","7,530",67.146,1.09,5.9
"Columbus, GA-AL","Arts, Design, Entertainment, Sports, and Media","1,020",9.082,0.67,1.7
"Columbus, GA-AL",Healthcare Practitioners and Technical,"7,410",66.053,1.11,6.1
"Columbus, GA-AL",Healthcare Support,"3,610",32.215,1.12,6.2
"Columbus, GA-AL",Protective Service,"3,240",28.86,1.2,7
"Columbus, GA-AL",Food Preparation and Serving Related,"12,060",107.532,1.16,6.6
"Columbus, GA-AL",Building and Grounds Cleaning and Maintenance,"3,510",31.256,0.99,4.9
"Columbus, GA-AL",Personal Care and Service,"2,890",25.742,0.8,3
"Columbus, GA-AL",Sales and Related,"12,220",108.972,1.05,5.5
"Columbus, GA-AL",Office and Administrative Support,"19,180",171.025,1.09,5.9
"Columbus, GA-AL","Farming, Fishing, and Forestry",190,1.696,0.51,0.1
"Columbus, GA-AL",Construction and Extraction,"3,760",33.485,0.84,3.4
"Columbus, GA-AL","Installation, Maintenance, and Repair","4,900",43.64,1.12,6.2
"Columbus, GA-AL",Production,"6,730",59.952,0.92,4.2
"Columbus, GA-AL",Transportation and Material Moving,"5,520",49.169,0.71,2.1
"Columbus, OH",Management,"49,840",48.693,0.96,4.6
"Columbus, OH",Business and Financial Operations,"66,650",65.118,1.26,7.6
"Columbus, OH",Computer and Mathematical,"43,420",42.423,1.43,9.3
"Columbus, OH",Architecture and Engineering,"18,180",17.765,1,5
"Columbus, OH","Life, Physical, and Social Science","7,740",7.563,0.92,4.2
"Columbus, OH",Community and Social Service,"13,690",13.377,0.93,4.3
"Columbus, OH",Legal,"6,770",6.618,0.86,3.6
"Columbus, OH","Education, Training, and Library","59,730",58.364,0.95,4.5
"Columbus, OH","Arts, Design, Entertainment, Sports, and Media","13,510",13.2,0.97,4.7
"Columbus, OH",Healthcare Practitioners and Technical,"63,750",62.291,1.05,5.5
"Columbus, OH",Healthcare Support,"37,140",36.284,1.26,7.6
"Columbus, OH",Protective Service,"22,350",21.835,0.91,4.1
"Columbus, OH",Food Preparation and Serving Related,"94,560",92.389,1,5
"Columbus, OH",Building and Grounds Cleaning and Maintenance,"31,180",30.463,0.97,4.7
"Columbus, OH",Personal Care and Service,"24,640",24.073,0.75,2.5
"Columbus, OH",Sales and Related,"92,800",90.672,0.88,3.8
"Columbus, OH",Office and Administrative Support,"172,430",168.473,1.07,5.7
"Columbus, OH","Farming, Fishing, and Forestry",890,0.87,0.26,0
"Columbus, OH",Construction and Extraction,"29,120",28.453,0.72,2.2
"Columbus, OH","Installation, Maintenance, and Repair","37,690",36.826,0.95,4.5
"Columbus, OH",Production,"56,910",55.601,0.86,3.6
"Columbus, OH",Transportation and Material Moving,"80,500",78.649,1.13,6.3
"Corpus Christi, TX",Management,"6,120",32.935,0.65,1.5
"Corpus Christi, TX",Business and Financial Operations,"6,380",34.317,0.66,1.6
"Corpus Christi, TX",Computer and Mathematical,"1,500",8.093,0.27,0
"Corpus Christi, TX",Architecture and Engineering,"4,920",26.478,1.49,9.9
"Corpus Christi, TX","Life, Physical, and Social Science","1,530",8.251,1,5
"Corpus Christi, TX",Community and Social Service,"2,100",11.313,0.79,2.9
"Corpus Christi, TX",Legal,"1,380",7.438,0.97,4.7
"Corpus Christi, TX","Education, Training, and Library","11,990",64.505,1.05,5.5
"Corpus Christi, TX","Arts, Design, Entertainment, Sports, and Media","1,400",7.55,0.56,0.6
"Corpus Christi, TX",Healthcare Practitioners and Technical,"11,690",62.877,1.06,5.6
"Corpus Christi, TX",Healthcare Support,"6,650",35.783,1.24,7.4
"Corpus Christi, TX",Protective Service,"4,530",24.352,1.01,5.1
"Corpus Christi, TX",Food Preparation and Serving Related,"21,690",116.683,1.26,7.6
"Corpus Christi, TX",Building and Grounds Cleaning and Maintenance,"5,460",29.355,0.93,4.3
"Corpus Christi, TX",Personal Care and Service,"7,830",42.106,1.31,8.1
"Corpus Christi, TX",Sales and Related,"19,230",103.441,1,5
"Corpus Christi, TX",Office and Administrative Support,"27,610",148.534,0.95,4.5
"Corpus Christi, TX","Farming, Fishing, and Forestry",210,1.147,0.35,0
"Corpus Christi, TX",Construction and Extraction,"10,990",59.141,1.49,9.9
"Corpus Christi, TX","Installation, Maintenance, and Repair","10,840",58.298,1.5,10
"Corpus Christi, TX",Production,"10,650",57.29,0.88,3.8
"Corpus Christi, TX",Transportation and Material Moving,"11,170",60.114,0.87,3.7
"Dallas-Plano-Irving, TX Metropolitan Division",Management,"106,100",43.662,0.86,3.6
"Dallas-Plano-Irving, TX Metropolitan Division",Business and Financial Operations,"147,800",60.825,1.17,6.7
"Dallas-Plano-Irving, TX Metropolitan Division",Computer and Mathematical,"117,520",48.364,1.63,10
"Dallas-Plano-Irving, TX Metropolitan Division",Architecture and Engineering,"49,710",20.457,1.15,6.5
"Dallas-Plano-Irving, TX Metropolitan Division","Life, Physical, and Social Science","10,130",4.167,0.51,0.1
"Dallas-Plano-Irving, TX Metropolitan Division",Community and Social Service,"18,370",7.562,0.53,0.3
"Dallas-Plano-Irving, TX Metropolitan Division",Legal,"18,990",7.815,1.02,5.2
"Dallas-Plano-Irving, TX Metropolitan Division","Education, Training, and Library","128,950",53.066,0.86,3.6
"Dallas-Plano-Irving, TX Metropolitan Division","Arts, Design, Entertainment, Sports, and Media","31,450",12.943,0.95,4.5
"Dallas-Plano-Irving, TX Metropolitan Division",Healthcare Practitioners and Technical,"124,310",51.155,0.86,3.6
"Dallas-Plano-Irving, TX Metropolitan Division",Healthcare Support,"59,520",24.493,0.85,3.5
"Dallas-Plano-Irving, TX Metropolitan Division",Protective Service,"53,070",21.839,0.91,4.1
"Dallas-Plano-Irving, TX Metropolitan Division",Food Preparation and Serving Related,"219,030",90.137,0.97,4.7
"Dallas-Plano-Irving, TX Metropolitan Division",Building and Grounds Cleaning and Maintenance,"66,330",27.296,0.87,3.7
"Dallas-Plano-Irving, TX Metropolitan Division",Personal Care and Service,"59,900",24.649,0.77,2.7
"Dallas-Plano-Irving, TX Metropolitan Division",Sales and Related,"267,950",110.269,1.07,5.7
"Dallas-Plano-Irving, TX Metropolitan Division",Office and Administrative Support,"454,190",186.907,1.19,6.9
"Dallas-Plano-Irving, TX Metropolitan Division","Farming, Fishing, and Forestry","2,240",0.922,0.28,0
"Dallas-Plano-Irving, TX Metropolitan Division",Construction and Extraction,"92,700",38.146,0.96,4.6
"Dallas-Plano-Irving, TX Metropolitan Division","Installation, Maintenance, and Repair","97,130",39.971,1.03,5.3
"Dallas-Plano-Irving, TX Metropolitan Division",Production,"125,610",51.692,0.8,3
"Dallas-Plano-Irving, TX Metropolitan Division",Transportation and Material Moving,"179,010",73.665,1.06,5.6
"Davenport-Moline-Rock Island, IA-IL",Management,"10,090",55.807,1.11,6.1
"Davenport-Moline-Rock Island, IA-IL",Business and Financial Operations,"8,710",48.175,0.93,4.3
"Davenport-Moline-Rock Island, IA-IL",Computer and Mathematical,"4,410",24.409,0.82,3.2
"Davenport-Moline-Rock Island, IA-IL",Architecture and Engineering,"3,450",19.089,1.07,5.7
"Davenport-Moline-Rock Island, IA-IL","Life, Physical, and Social Science","1,050",5.825,0.71,2.1
"Davenport-Moline-Rock Island, IA-IL",Community and Social Service,"2,300",12.746,0.89,3.9
"Davenport-Moline-Rock Island, IA-IL",Legal,830,4.594,0.6,1
"Davenport-Moline-Rock Island, IA-IL","Education, Training, and Library","10,660",58.974,0.96,4.6
"Davenport-Moline-Rock Island, IA-IL","Arts, Design, Entertainment, Sports, and Media","1,960",10.822,0.8,3
"Davenport-Moline-Rock Island, IA-IL",Healthcare Practitioners and Technical,"9,850",54.486,0.92,4.2
"Davenport-Moline-Rock Island, IA-IL",Healthcare Support,"5,170",28.626,0.99,4.9
"Davenport-Moline-Rock Island, IA-IL",Protective Service,"3,760",20.809,0.86,3.6
"Davenport-Moline-Rock Island, IA-IL",Food Preparation and Serving Related,"16,750",92.681,1,5
"Davenport-Moline-Rock Island, IA-IL",Building and Grounds Cleaning and Maintenance,"5,200",28.762,0.91,4.1
"Davenport-Moline-Rock Island, IA-IL",Personal Care and Service,"4,350",24.078,0.75,2.5
"Davenport-Moline-Rock Island, IA-IL",Sales and Related,"17,560",97.145,0.94,4.4
"Davenport-Moline-Rock Island, IA-IL",Office and Administrative Support,"27,020",149.459,0.95,4.5
"Davenport-Moline-Rock Island, IA-IL","Farming, Fishing, and Forestry",470,2.597,0.79,2.9
"Davenport-Moline-Rock Island, IA-IL",Construction and Extraction,"6,950",38.46,0.97,4.7
"Davenport-Moline-Rock Island, IA-IL","Installation, Maintenance, and Repair","8,480",46.913,1.21,7.1
"Davenport-Moline-Rock Island, IA-IL",Production,"18,990",105.086,1.62,10
"Davenport-Moline-Rock Island, IA-IL",Transportation and Material Moving,"12,740",70.455,1.02,5.2
"Dayton, OH",Management,"15,270",41.168,0.82,3.2
"Dayton, OH",Business and Financial Operations,"20,600",55.55,1.07,5.7
"Dayton, OH",Computer and Mathematical,"12,020",32.413,1.09,5.9
"Dayton, OH",Architecture and Engineering,"9,870",26.603,1.49,9.9
"Dayton, OH","Life, Physical, and Social Science","2,690",7.248,0.88,3.8
"Dayton, OH",Community and Social Service,"5,280",14.237,0.99,4.9
"Dayton, OH",Legal,"1,880",5.062,0.66,1.6
"Dayton, OH","Education, Training, and Library","23,230",62.644,1.02,5.2
"Dayton, OH","Arts, Design, Entertainment, Sports, and Media","4,420",11.93,0.88,3.8
"Dayton, OH",Healthcare Practitioners and Technical,"28,850",77.803,1.31,8.1
"Dayton, OH",Healthcare Support,"15,380",41.478,1.44,9.4
"Dayton, OH",Protective Service,"7,590",20.465,0.85,3.5
"Dayton, OH",Food Preparation and Serving Related,"36,820",99.278,1.07,5.7
"Dayton, OH",Building and Grounds Cleaning and Maintenance,"11,140",30.052,0.95,4.5
"Dayton, OH",Personal Care and Service,"8,820",23.781,0.74,2.4
"Dayton, OH",Sales and Related,"35,940",96.924,0.94,4.4
"Dayton, OH",Office and Administrative Support,"54,100",145.883,0.93,4.3
"Dayton, OH","Farming, Fishing, and Forestry",240,0.648,0.2,0
"Dayton, OH",Construction and Extraction,"8,710",23.474,0.59,0.9
"Dayton, OH","Installation, Maintenance, and Repair","13,350",35.988,0.93,4.3
"Dayton, OH",Production,"29,980",80.856,1.25,7.5
"Dayton, OH",Transportation and Material Moving,"24,670",66.515,0.96,4.6
"Denver-Aurora-Lakewood, CO",Management,"66,370",46.886,0.93,4.3
"Denver-Aurora-Lakewood, CO",Business and Financial Operations,"112,600",79.544,1.53,10
"Denver-Aurora-Lakewood, CO",Computer and Mathematical,"66,960",47.3,1.59,10
"Denver-Aurora-Lakewood, CO",Architecture and Engineering,"36,760",25.972,1.46,9.6
"Denver-Aurora-Lakewood, CO","Life, Physical, and Social Science","14,960",10.57,1.29,7.9
"Denver-Aurora-Lakewood, CO",Community and Social Service,"17,590",12.424,0.86,3.6
"Denver-Aurora-Lakewood, CO",Legal,"14,800",10.454,1.36,8.6
"Denver-Aurora-Lakewood, CO","Education, Training, and Library","73,890",52.197,0.85,3.5
"Denver-Aurora-Lakewood, CO","Arts, Design, Entertainment, Sports, and Media","22,300",15.75,1.16,6.6
"Denver-Aurora-Lakewood, CO",Healthcare Practitioners and Technical,"74,090",52.341,0.88,3.8
"Denver-Aurora-Lakewood, CO",Healthcare Support,"35,670",25.201,0.88,3.8
"Denver-Aurora-Lakewood, CO",Protective Service,"29,360",20.743,0.86,3.6
"Denver-Aurora-Lakewood, CO",Food Preparation and Serving Related,"128,880",91.047,0.98,4.8
"Denver-Aurora-Lakewood, CO",Building and Grounds Cleaning and Maintenance,"43,310",30.596,0.97,4.7
"Denver-Aurora-Lakewood, CO",Personal Care and Service,"48,170",34.032,1.06,5.6
"Denver-Aurora-Lakewood, CO",Sales and Related,"166,380",117.536,1.14,6.4
"Denver-Aurora-Lakewood, CO",Office and Administrative Support,"204,950",144.781,0.92,4.2
"Denver-Aurora-Lakewood, CO","Farming, Fishing, and Forestry","1,760",1.24,0.38,0
"Denver-Aurora-Lakewood, CO",Construction and Extraction,"67,860",47.94,1.21,7.1
"Denver-Aurora-Lakewood, CO","Installation, Maintenance, and Repair","51,850",36.63,0.94,4.4
"Denver-Aurora-Lakewood, CO",Production,"52,490",37.077,0.57,0.7
"Denver-Aurora-Lakewood, CO",Transportation and Material Moving,"84,560",59.739,0.86,3.6
"Des Moines-West Des Moines, IA",Management,"24,360",68.9,1.36,8.6
"Des Moines-West Des Moines, IA",Business and Financial Operations,"25,760",72.86,1.4,9
"Des Moines-West Des Moines, IA",Computer and Mathematical,"13,090",37.029,1.25,7.5
"Des Moines-West Des Moines, IA",Architecture and Engineering,"3,340",9.434,0.53,0.3
"Des Moines-West Des Moines, IA","Life, Physical, and Social Science","2,500",7.076,0.86,3.6
"Des Moines-West Des Moines, IA",Community and Social Service,"4,750",13.43,0.93,4.3
"Des Moines-West Des Moines, IA",Legal,"2,860",8.091,1.06,5.6
"Des Moines-West Des Moines, IA","Education, Training, and Library","20,790",58.811,0.96,4.6
"Des Moines-West Des Moines, IA","Arts, Design, Entertainment, Sports, and Media","5,350",15.145,1.12,6.2
"Des Moines-West Des Moines, IA",Healthcare Practitioners and Technical,"18,540",52.441,0.89,3.9
"Des Moines-West Des Moines, IA",Healthcare Support,"7,500",21.21,0.74,2.4
"Des Moines-West Des Moines, IA",Protective Service,"5,730",16.213,0.67,1.7
"Des Moines-West Des Moines, IA",Food Preparation and Serving Related,"29,800",84.288,0.91,4.1
"Des Moines-West Des Moines, IA",Building and Grounds Cleaning and Maintenance,"10,630",30.056,0.95,4.5
"Des Moines-West Des Moines, IA",Personal Care and Service,"11,150",31.53,0.98,4.8
"Des Moines-West Des Moines, IA",Sales and Related,"37,730",106.706,1.03,5.3
"Des Moines-West Des Moines, IA",Office and Administrative Support,"59,220",167.493,1.07,5.7
"Des Moines-West Des Moines, IA","Farming, Fishing, and Forestry",350,0.977,0.3,0
"Des Moines-West Des Moines, IA",Construction and Extraction,"14,860",42.041,1.06,5.6
"Des Moines-West Des Moines, IA","Installation, Maintenance, and Repair","13,270",37.528,0.97,4.7
"Des Moines-West Des Moines, IA",Production,"18,160",51.364,0.79,2.9
"Des Moines-West Des Moines, IA",Transportation and Material Moving,"23,820",67.376,0.97,4.7
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Management,"34,930",48.608,0.96,4.6
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Business and Financial Operations,"38,060",52.952,1.02,5.2
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Computer and Mathematical,"21,400",29.78,1,5
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Architecture and Engineering,"27,790",38.663,2.17,10
"Detroit-Dearborn-Livonia, MI Metropolitan Division","Life, Physical, and Social Science","3,610",5.026,0.61,1.1
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Community and Social Service,"12,170",16.931,1.18,6.8
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Legal,0,0,0,0
"Detroit-Dearborn-Livonia, MI Metropolitan Division","Education, Training, and Library","35,180",48.952,0.8,3
"Detroit-Dearborn-Livonia, MI Metropolitan Division","Arts, Design, Entertainment, Sports, and Media","9,770",13.589,1,5
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Healthcare Practitioners and Technical,"52,380",72.886,1.23,7.3
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Healthcare Support,"23,300",32.42,1.13,6.3
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Protective Service,"16,020",22.285,0.92,4.2
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Food Preparation and Serving Related,"60,910",84.754,0.92,4.2
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Building and Grounds Cleaning and Maintenance,"18,620",25.907,0.82,3.2
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Personal Care and Service,"21,310",29.65,0.92,4.2
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Sales and Related,"64,760",90.115,0.87,3.7
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Office and Administrative Support,"103,450",143.942,0.92,4.2
"Detroit-Dearborn-Livonia, MI Metropolitan Division","Farming, Fishing, and Forestry",670,0.936,0.28,0
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Construction and Extraction,"19,070",26.538,0.67,1.7
"Detroit-Dearborn-Livonia, MI Metropolitan Division","Installation, Maintenance, and Repair","28,740",39.992,1.03,5.3
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Production,"67,790",94.33,1.45,9.5
"Detroit-Dearborn-Livonia, MI Metropolitan Division",Transportation and Material Moving,"53,750",74.791,1.08,5.8
"Durham-Chapel Hill, NC",Management,"16,920",57.787,1.14,6.4
"Durham-Chapel Hill, NC",Business and Financial Operations,"20,420",69.733,1.34,8.4
"Durham-Chapel Hill, NC",Computer and Mathematical,"17,370",59.324,2,10
"Durham-Chapel Hill, NC",Architecture and Engineering,"5,950",20.315,1.14,6.4
